,Inning,TopBottom,1B,2B,3B,Score,Outs,P,b1,b2,b3,WE_0,avg_runs,avg_wins,WPA,Scenario
449,9,Top,1,0,0,1,2,L,R,R,L,0.924,0.1774197,0.936595,0.012595,1002RRL9L
151,9,Top,0,0,1,1,0,R,R,L,L,0.559,1.40078965,0.5269565,-0.0320435,0010RLL9R
204,9,Top,1,0,1,1,1,R,L,R,R,0.62,1.04838655,0.651491,0.031491,1011LRR9R
365,8,Top,0,1,0,1,0,R,L,L,R,0.605,1.14547475,0.620061,0.015061,0100LLR8R
379,8,Top,1,1,1,1,2,R,L,L,R,0.691,0.68182875,0.7737475,0.0827475,1112LLR8R
623,8,Top,0,0,1,1,2,L,L,R,R,0.773,0.31094345,0.8879845,0.1149845,0012LRR8L
479,8,Top,0,0,1,1,2,L,R,R,L,0.773,0.32570625,0.881415,0.108415,0012RRL8L
518,8,Top,0,1,1,1,1,L,R,L,R,0.534,1.41381675,0.5112935,-0.0227065,0111RLR8L
668,8,Top,1,0,1,1,2,L,L,R,L,0.746,0.44091475,0.8494505,0.1034505,1012LRL8L
767,8,Top,0,0,1,1,2,L,L,L,R,0.773,0.3144624,0.8846525,0.1116525,0012LLR8L
265,8,Top,1,0,0,1,0,R,L,R,L,0.664,0.7845937,0.748334,0.084334,1000LRL8R
296,9,Top,0,0,0,1,1,R,L,L,L,0.912,0.2193027,0.9264315,0.0144315,0001LLL9R
617,8,Top,1,0,0,1,2,L,L,R,R,0.816,0.17886635,0.934661,0.118661,1002LRR8L
364,8,Top,1,0,1,1,0,R,L,L,R,0.462,1.66749455,0.4669585,0.0049585,1010LLR8R
641,9,Top,1,0,0,1,2,L,L,R,L,0.924,0.17951655,0.9370555,0.0130555,1002LRL9L
560,8,Top,0,0,0,1,1,L,R,L,L,0.806,0.2403467,0.918732,0.112732,0001RLL8L
307,9,Top,1,1,1,1,2,R,L,L,L,0.762,0.7076451,0.768356,0.006356,1112LLL9R
232,8,Top,0,0,0,1,2,R,L,R,R,0.847,0.08248095,0.96223,0.11523,0002LRR8R
282,8,Top,1,1,0,1,2,R,L,R,L,0.766,0.4007694,0.8652415,0.0992415,1102LRL8R
550,9,Top,0,1,1,1,2,L,R,L,L,0.793,0.53697,0.805979,0.012979,0112RLL9L
401,9,Top,1,0,0,1,2,L,R,R,R,0.924,0.19267555,0.9323255,0.0083255,1002RRR9L
487,9,Top,0,0,1,1,0,L,R,L,R,0.559,1.4006119,0.529361,-0.029639,0010RLR9L
359,9,Top,0,0,1,1,2,R,L,L,R,0.867,0.30445015,0.8901765,0.0231765,0012LLR9R
482,9,Top,1,1,0,1,0,L,R,L,R,0.559,1.4532789,0.5597505,0.0007505,1100RLR9L
520,8,Top,0,0,0,1,2,L,R,L,R,0.847,0.0945649,0.9622005,0.1152005,0002RLR8L
253,9,Top,0,1,0,1,1,R,L,R,L,0.773,0.627139,0.783693,0.010693,0101LRL9R
735,9,Top,0,0,1,1,1,L,L,L,R,0.677,0.99467335,0.647807,-0.029193,0011LLR9L
669,8,Top,0,1,0,1,2,L,L,R,L,0.788,0.32883445,0.8817935,0.0937935,0102LRL8L
721,9,Top,1,0,0,1,0,L,L,L,R,0.725,0.78397805,0.7496645,0.0246645,1000LLR9L
237,8,Top,0,1,0,1,2,R,L,R,R,0.788,0.28069915,0.89362,0.10562,0102LRR8R
328,8,Top,0,0,0,1,2,R,L,L,L,0.847,0.092835,0.9674275,0.1204275,0002LLL8R
558,8,Top,0,1,1,1,0,L,R,L,L,0.409,2.12710175,0.294212,-0.114788,0110RLL8L
180,8,Top,1,0,1,1,1,R,R,L,L,0.586,1.0430331,0.6543065,0.0683065,1011RLL8R
220,8,Top,1,0,1,1,0,R,L,R,R,0.462,1.72204885,0.454818,-0.007182,1010LRR8R
653,8,Top,0,1,0,1,0,L,L,R,L,0.605,1.18694595,0.6089155,0.0039155,0100LRL8L
552,8,Top,0,0,0,1,0,L,R,L,L,0.753,0.4660746,0.8506965,0.0976965,0000RLL8L
736,9,Top,0,0,0,1,2,L,L,L,R,0.966,0.07803875,0.9722795,0.0062795,0002LLR9L
508,8,Top,1,0,1,1,0,L,R,L,R,0.462,1.68389925,0.4622595,0.0002595,1010RLR8L
88,8,Top,0,0,0,1,2,R,R,R,L,0.847,0.08131375,0.962314,0.115314,0002RRL8R
304,9,Top,0,0,0,1,2,R,L,L,L,0.966,0.0830632,0.9702535,0.0042535,0002LLL9R
181,8,Top,0,1,0,1,1,R,R,L,L,0.702,0.65144365,0.775579,0.073579,0101RLL8R
310,9,Top,0,1,1,1,2,R,L,L,L,0.793,0.4984767,0.818897,0.025897,0112LLL9R
287,8,Top,0,0,1,1,2,R,L,R,L,0.773,0.322732,0.88434,0.11134,0012LRL8R
543,9,Top,0,0,1,1,1,L,R,L,L,0.677,1.0104868,0.643833,-0.033167,0011RLL9L
599,9,Top,0,0,1,1,2,L,L,R,R,0.867,0.32934,0.883157,0.016157,0012LRR9L
762,8,Top,1,1,0,1,2,L,L,L,R,0.766,0.4091162,0.8632995,0.0972995,1102LLR8L
727,9,Top,0,0,1,1,0,L,L,L,R,0.559,1.3843473,0.5346015,-0.0243985,0010LLR9L
240,9,Top,0,0,0,1,0,R,L,R,L,0.841,0.450373,0.8560315,0.0150315,0000LRL9R
452,9,Top,1,0,1,1,2,L,R,R,L,0.833,0.4426811,0.850548,0.017548,1012RRL9L
262,9,Top,0,1,1,1,2,R,L,R,L,0.793,0.57014035,0.796057,0.003057,0112LRL9R
335,8,Top,0,0,1,1,2,R,L,L,L,0.773,0.3089451,0.886235,0.113235,0012LLL8R
238,8,Top,0,1,1,1,2,R,L,R,R,0.718,0.51215505,0.8061915,0.0881915,0112LRR8R
702,8,Top,0,1,1,1,0,L,L,L,L,0.409,2.07815015,0.305965,-0.103035,0110LLL8L
561,8,Top,1,0,0,1,1,L,R,L,L,0.744,0.4581334,0.845558,0.101558,1001RLL8L
317,8,Top,0,1,0,1,0,R,L,L,L,0.605,1.14530415,0.620648,0.015648,0100LLL8R
490,9,Top,1,1,0,1,1,L,R,L,R,0.715,0.82923995,0.733615,0.018615,1101RLR9L
376,8,Top,0,0,0,1,2,R,L,L,R,0.847,0.0818253,0.9703745,0.1233745,0002LLR8R
765,8,Top,0,1,0,1,2,L,L,L,R,0.788,0.3228176,0.884826,0.096826,0102LLR8L
531,9,Top,1,1,1,1,0,L,R,L,L,0.356,2.3392166,0.317034,-0.038966,1110RLL9L
309,9,Top,0,1,0,1,2,R,L,L,L,0.887,0.29168965,0.894201,0.007201,0102LLL9R
583,9,Top,0,0,1,1,0,L,L,R,R,0.559,1.3978864,0.528176,-0.030824,0010LRR9L
213,9,Top,0,1,0,1,2,R,L,R,R,0.887,0.3129471,0.8886185,0.0016185,0102LRR9R
368,8,Top,0,0,0,1,1,R,L,L,R,0.806,0.23834245,0.918956,0.112956,0001LLR8R
241,9,Top,1,0,0,1,0,R,L,R,L,0.725,0.79640995,0.746301,0.021301,1000LRL9R
510,8,Top,0,1,1,1,0,L,R,L,R,0.409,2.1255918,0.300573,-0.108427,0110RLR8L
169,8,Top,1,0,0,1,0,R,R,L,L,0.664,0.78710275,0.7503625,0.0863625,1000RLL8R
320,8,Top,0,0,0,1,1,R,L,L,L,0.806,0.22143005,0.925333,0.119333,0001LLL8R
647,9,Top,0,0,1,1,2,L,L,R,L,0.867,0.30215795,0.891213,0.024213,0012LRL9L
529,9,Top,1,0,0,1,0,L,R,L,L,0.725,0.77437485,0.749596,0.024596,1000RLL9L
252,9,Top,1,0,1,1,1,R,L,R,L,0.62,1.03529885,0.6565655,0.0365655,1011LRL9R
187,8,Top,1,1,1,1,2,R,R,L,L,0.691,0.69695595,0.7729905,0.0819905,1112RLL8R
635,9,Top,1,1,1,1,1,L,L,R,L,0.537,1.48492235,0.542721,0.005721,1111LRL9L
579,9,Top,1,1,1,1,0,L,L,R,R,0.356,2.3297367,0.319825,-0.036175,1110LRR9L
271,8,Top,0,0,1,1,0,R,L,R,L,0.542,1.38645095,0.533537,-0.008463,0010LRL8R
754,8,Top,1,1,0,1,1,L,L,L,R,0.655,0.7945889,0.745786,0.090786,1101LLR8L
544,9,Top,0,0,0,1,2,L,R,L,L,0.966,0.09221,0.9678545,0.0018545,0002RLL9L
40,8,Top,0,0,0,1,2,R,R,R,R,0.847,0.0852796,0.965133,0.118133,0002RRR8R
734,9,Top,0,1,1,1,1,L,L,L,R,0.552,1.3909915,0.5175115,-0.0344885,0111LLR9L
224,8,Top,0,0,0,1,1,R,L,R,R,0.806,0.2327761,0.9206775,0.1146775,0001LRR8R
528,9,Top,0,0,0,1,0,L,R,L,L,0.841,0.45394325,0.854207,0.013207,0000RLL9L
614,8,Top,0,1,1,1,1,L,L,R,R,0.534,1.4322277,0.5106105,-0.0233895,0111LRR8L
675,9,Top,1,1,1,1,0,L,L,L,L,0.356,2.28601415,0.318827,-0.037173,1110LLL9L
615,8,Top,0,0,1,1,1,L,L,R,R,0.632,0.98928575,0.6515485,0.0195485,0011LRR8L
332,8,Top,1,0,1,1,2,R,L,L,L,0.746,0.4021749,0.863112,0.117112,1012LLL8R
661,8,Top,0,1,0,1,1,L,L,R,L,0.702,0.6365564,0.7802255,0.0782255,0101LRL8L
175,8,Top,0,0,1,1,0,R,R,L,L,0.542,1.3649633,0.538725,-0.003275,0010RLL8R
247,9,Top,0,0,1,1,0,R,L,R,L,0.559,1.39102745,0.5317845,-0.0272155,0010LRL9R
630,9,Top,0,1,1,1,0,L,L,R,L,0.39,2.0889113,0.303193,-0.086807,0110LRL9L
575,8,Top,0,0,1,1,2,L,R,L,L,0.773,0.30221185,0.888372,0.115372,0012RLL8L
728,9,Top,0,0,0,1,1,L,L,L,R,0.912,0.21644305,0.9269425,0.0149425,0001LLR9L
255,9,Top,0,0,1,1,1,R,L,R,L,0.677,1.0041166,0.646022,-0.030978,0011LRL9R
726,9,Top,0,1,1,1,0,L,L,L,R,0.39,2.1379075,0.293511,-0.096489,0110LLR9L
692,9,Top,1,0,1,1,2,L,L,L,L,0.833,0.3868006,0.868905,0.035905,1012LLL9L
130,8,Top,1,1,0,1,1,R,R,L,R,0.655,0.80863185,0.7418225,0.0868225,1101RLR8R
290,9,Top,1,1,0,1,0,R,L,L,L,0.559,1.3838842,0.5774165,0.0184165,1100LLL9R
519,8,Top,0,0,1,1,1,L,R,L,R,0.632,0.9865037,0.6544255,0.0224255,0011RLR8L
658,8,Top,1,1,0,1,1,L,L,R,L,0.655,0.7828531,0.749746,0.094746,1101LRL8L
208,9,Top,0,0,0,1,2,R,L,R,R,0.966,0.0717117,0.9746715,0.0086715,0002LRR9R
329,8,Top,1,0,0,1,2,R,L,L,L,0.816,0.16669005,0.938369,0.122369,1002LLL8R
113,9,Top,1,0,0,1,2,R,R,L,R,0.924,0.1775719,0.9370085,0.0130085,1002RLR9R
509,8,Top,0,1,0,1,0,L,R,L,R,0.605,1.17372815,0.6108355,0.0058355,0100RLR8L
112,9,Top,0,0,0,1,2,R,R,L,R,0.966,0.0803544,0.9715365,0.0055365,0002RLR9R
581,9,Top,0,1,0,1,0,L,L,R,R,0.644,1.1669329,0.614474,-0.029526,0100LRR9L
532,9,Top,1,0,1,1,0,L,R,L,L,0.462,1.66960125,0.4680585,0.0060585,1010RLL9L
644,9,Top,1,0,1,1,2,L,L,R,L,0.833,0.41538785,0.860284,0.027284,1012LRL9L
280,8,Top,0,0,0,1,2,R,L,R,L,0.847,0.07594195,0.967818,0.120818,0002LRL8R
629,9,Top,0,1,0,1,0,L,L,R,L,0.644,1.1653507,0.6119965,-0.0320035,0100LRL9L
358,9,Top,0,1,1,1,2,R,L,L,R,0.793,0.5859276,0.790362,-0.002638,0112LLR9R
733,9,Top,0,1,0,1,1,L,L,L,R,0.773,0.63002,0.7845275,0.0115275,0101LLR9L
461,8,Top,0,1,0,1,0,L,R,R,L,0.605,1.1719285,0.6114005,0.0064005,0100RRL8L
538,9,Top,1,1,0,1,1,L,R,L,L,0.715,0.7856775,0.744353,0.029353,1101RLL9L
172,8,Top,1,0,1,1,0,R,R,L,L,0.462,1.67940895,0.4669535,0.0049535,1010RLL8R
720,9,Top,0,0,0,1,0,L,L,L,R,0.841,0.43606575,0.860608,0.019608,0000LLR9L
341,9,Top,0,1,0,1,0,R,L,L,R,0.644,1.1705738,0.6116785,-0.0323215,0100LLR9R
244,9,Top,1,0,1,1,0,R,L,R,L,0.462,1.69424655,0.461481,-0.000519,1010LRL9R
640,9,Top,0,0,0,1,2,L,L,R,L,0.966,0.08020555,0.971507,0.005507,0002LRL9L
738,9,Top,1,1,0,1,2,L,L,L,R,0.859,0.3853107,0.869305,0.010305,1102LLR9L
678,9,Top,0,1,1,1,0,L,L,L,L,0.39,2.0582686,0.3078125,-0.0821875,0110LLL9L
536,9,Top,0,0,0,1,1,L,R,L,L,0.912,0.22982455,0.9226755,0.0106755,0001RLL9L
656,8,Top,0,0,0,1,1,L,L,R,L,0.806,0.2247318,0.9230735,0.1170735,0001LRL8L
380,8,Top,1,0,1,1,2,R,L,L,R,0.746,0.38758185,0.866863,0.120863,1012LLR8R
382,8,Top,0,1,1,1,2,R,L,L,R,0.718,0.53085315,0.8058555,0.0878555,0112LLR8R
340,9,Top,1,0,1,1,0,R,L,L,R,0.462,1.7069822,0.4588085,-0.0031915,1010LLR9R
562,8,Top,1,1,0,1,1,L,R,L,L,0.655,0.81595945,0.7347835,0.0797835,1101RLL8L
718,8,Top,0,1,1,1,2,L,L,L,L,0.718,0.5639307,0.792937,0.074937,0112LLL8L
569,8,Top,1,0,0,1,2,L,R,L,L,0.816,0.1943066,0.929708,0.113708,1002RLL8L
590,9,Top,0,1,1,1,1,L,L,R,R,0.552,1.4336203,0.5109225,-0.0410775,0111LRR9L
249,9,Top,1,0,0,1,1,R,L,R,L,0.829,0.4425883,0.850205,0.021205,1001LRL9R
741,9,Top,0,1,0,1,2,L,L,L,R,0.887,0.286309,0.8972955,0.0102955,0102LLR9L
533,9,Top,0,1,0,1,0,L,R,L,L,0.644,1.1606376,0.61465,-0.02935,0100RLL9L
150,9,Top,0,1,1,1,0,R,R,L,L,0.39,2.0735311,0.3068825,-0.0831175,0110RLL9R
433,9,Top,1,0,0,1,0,L,R,R,L,0.725,0.8216353,0.736526,0.011526,1000RRL9L
756,8,Top,1,0,1,1,1,L,L,L,R,0.586,1.0307946,0.6584665,0.0724665,1011LLR8L
372,8,Top,1,0,1,1,1,R,L,L,R,0.586,1.02742765,0.6585395,0.0725395,1011LLR8R
49,9,Top,1,0,0,1,0,R,R,R,L,0.725,0.8248146,0.736606,0.011606,1000RRL9R
534,9,Top,0,1,1,1,0,L,R,L,L,0.39,2.0779929,0.30697,-0.08303,0110RLL9L
149,9,Top,0,1,0,1,0,R,R,L,L,0.644,1.16463765,0.61475,-0.02925,0100RLL9R
357,9,Top,0,1,0,1,2,R,L,L,R,0.887,0.28711675,0.897462,0.010462,0102LLR9R
633,9,Top,1,0,0,1,1,L,L,R,L,0.829,0.44128335,0.8503965,0.0213965,1001LRL9L
206,9,Top,0,1,1,1,1,R,L,R,R,0.552,1.41755635,0.511123,-0.040877,0111LRR9R
185,8,Top,1,0,0,1,2,R,R,L,L,0.816,0.1760901,0.930022,0.114022,1002RLL8R
334,8,Top,0,1,1,1,2,R,L,L,L,0.718,0.572695,0.7932875,0.0752875,0112LLL8R
178,8,Top,1,1,0,1,1,R,R,L,L,0.655,0.8307534,0.7352065,0.0802065,1101RLL8R
724,9,Top,1,0,1,1,0,L,L,L,R,0.462,1.6928972,0.459282,-0.002718,1010LLR9L
766,8,Top,0,1,1,1,2,L,L,L,R,0.718,0.5237808,0.806413,0.088413,0112LLR8L
764,8,Top,1,0,1,1,2,L,L,L,R,0.746,0.38434645,0.8674275,0.1214275,1012LLR8L
272,8,Top,0,0,0,1,1,R,L,R,L,0.806,0.2241111,0.923677,0.117677,0001LRL8R
152,9,Top,0,0,0,1,1,R,R,L,L,0.912,0.22668235,0.9234165,0.0114165,0001RLL9R
294,9,Top,0,1,1,1,0,R,L,L,L,0.39,2.1013933,0.308732,-0.081268,0110LLL9R
354,9,Top,1,1,0,1,2,R,L,L,R,0.859,0.38221665,0.870345,0.011345,1102LLR9R
256,9,Top,0,0,0,1,2,R,L,R,L,0.966,0.07649295,0.9725605,0.0065605,0002LRL9R
628,9,Top,1,0,1,1,0,L,L,R,L,0.462,1.67980495,0.462572,0.000572,1010LRL9L
725,9,Top,0,1,0,1,0,L,L,L,R,0.644,1.16772455,0.612855,-0.031145,0100LLR9L
336,9,Top,0,0,0,1,0,R,L,L,R,0.841,0.43318085,0.861867,0.020867,0000LLR9R
556,8,Top,1,0,1,1,0,L,R,L,L,0.462,1.6593846,0.468237,0.006237,1010RLL8L
154,9,Top,1,1,0,1,1,R,R,L,L,0.715,0.79879175,0.745692,0.030692,1101RLL9R
77,8,Top,0,1,0,1,0,R,R,R,L,0.605,1.16660065,0.6128025,0.0078025,0100RRL8R
349,9,Top,0,1,0,1,1,R,L,L,R,0.773,0.6253223,0.7859465,0.0129465,0101LLR9R
742,9,Top,0,1,1,1,2,L,L,L,R,0.793,0.57349575,0.791812,-0.001188,0112LLR9L
245,9,Top,0,1,0,1,0,R,L,R,L,0.644,1.1603022,0.613454,-0.030546,0100LRL9R
664,8,Top,0,0,0,1,2,L,L,R,L,0.847,0.08142265,0.9693375,0.1223375,0002LRL8L
260,9,Top,1,0,1,1,2,R,L,R,L,0.833,0.4136467,0.86182,0.02882,1012LRL9R
148,9,Top,1,0,1,1,0,R,R,L,L,0.462,1.6677756,0.469622,0.007622,1010RLL9R
197,9,Top,0,1,0,1,0,R,L,R,R,0.644,1.1511803,0.6160655,-0.0279345,0100LRR9R
496,9,Top,0,0,0,1,2,L,R,L,R,0.966,0.0755757,0.973138,0.007138,0002RLR9L
125,8,Top,0,1,0,1,0,R,R,L,R,0.605,1.16750965,0.6124375,0.0074375,0100RLR8R
497,9,Top,1,0,0,1,2,L,R,L,R,0.924,0.1749933,0.93864,0.01464,1002RLR9L
713,8,Top,1,0,0,1,2,L,L,L,L,0.816,0.1593349,0.9400255,0.1240255,1002LLL8L
592,9,Top,0,0,0,1,2,L,L,R,R,0.966,0.06806195,0.97636,0.01036,0002LRR9L
274,8,Top,1,1,0,1,1,R,L,R,L,0.655,0.78080505,0.7514475,0.0964475,1101LRL8R
135,8,Top,0,0,1,1,1,R,R,L,R,0.632,0.9763307,0.6562005,0.0242005,0011RLR8R
674,9,Top,1,1,0,1,0,L,L,L,L,0.559,1.36970935,0.579258,0.020258,1100LLL9L
514,8,Top,1,1,0,1,1,L,R,L,R,0.655,0.8139775,0.743669,0.088669,1101RLR8L
308,9,Top,1,0,1,1,2,R,L,L,L,0.833,0.3813914,0.870775,0.037775,1012LLL9R
342,9,Top,0,1,1,1,0,R,L,L,R,0.39,2.1217128,0.2955635,-0.0944365,0110LLR9R
639,9,Top,0,0,1,1,1,L,L,R,L,0.677,0.9996798,0.648235,-0.028765,0011LRL9L
344,9,Top,0,0,0,1,1,R,L,L,R,0.912,0.20821535,0.929303,0.017303,0001LLR9R
191,8,Top,0,0,1,1,2,R,R,L,L,0.773,0.300838,0.890736,0.117736,0012RLL8R
246,9,Top,0,1,1,1,0,R,L,R,L,0.39,2.07832495,0.3056125,-0.0843875,0110LRL9R
631,9,Top,0,0,1,1,0,L,L,R,L,0.559,1.37734975,0.534212,-0.024788,0010LRL9L
559,8,Top,0,0,1,1,0,L,R,L,L,0.542,1.3516018,0.5412335,-0.0007665,0010RLL8L
716,8,Top,1,0,1,1,2,L,L,L,L,0.746,0.38995595,0.865623,0.119623,1012LLL8L
277,8,Top,0,1,0,1,1,R,L,R,L,0.702,0.6347538,0.7827365,0.0807365,0101LRL8R
231,8,Top,0,0,1,1,1,R,L,R,R,0.632,0.98041235,0.65407,0.02207,0011LRR8R
291,9,Top,1,1,1,1,0,R,L,L,L,0.356,2.32660425,0.321401,-0.034599,1110LLL9R
230,8,Top,0,1,1,1,1,R,L,R,R,0.534,1.39393675,0.513207,-0.020793,0111LRR8R
144,9,Top,0,0,0,1,0,R,R,L,L,0.841,0.4450939,0.856835,0.015835,0000RLL9R
608,8,Top,0,0,0,1,1,L,L,R,R,0.806,0.22589585,0.9234235,0.1174235,0001LRR8L
350,9,Top,0,1,1,1,1,R,L,L,R,0.552,1.38276885,0.520353,-0.031647,0111LLR9R
424,8,Top,0,0,0,1,2,L,R,R,R,0.847,0.0862066,0.968059,0.121059,0002RRR8L
160,9,Top,0,0,0,1,2,R,R,L,L,0.966,0.0819733,0.97088,0.00488,0002RLL9R
370,8,Top,1,1,0,1,1,R,L,L,R,0.655,0.7793159,0.748822,0.093822,1101LLR8R
655,8,Top,0,0,1,1,0,L,L,R,L,0.542,1.3760319,0.536573,-0.005427,0010LRL8L
195,9,Top,1,1,1,1,0,R,L,R,R,0.356,2.28038595,0.323024,-0.032976,1110LRR9R
251,9,Top,1,1,1,1,1,R,L,R,L,0.537,1.47934515,0.545925,0.008925,1111LRL9R
571,8,Top,1,1,1,1,2,L,R,L,L,0.691,0.67498605,0.776248,0.085248,1112RLL8L
636,9,Top,1,0,1,1,1,L,L,R,L,0.62,1.02152835,0.659866,0.039866,1011LRL9L
145,9,Top,1,0,0,1,0,R,R,L,L,0.725,0.76999095,0.7528985,0.0278985,1000RLL9R
263,9,Top,0,0,1,1,2,R,L,R,L,0.867,0.2958426,0.89454,0.02754,0012LRL9R
704,8,Top,0,0,0,1,1,L,L,L,L,0.806,0.2127318,0.9286965,0.1226965,0001LLL8L
553,8,Top,1,0,0,1,0,L,R,L,L,0.664,0.76182415,0.7537795,0.0897795,1000RLL8L
126,8,Top,0,1,1,1,0,R,R,L,R,0.409,2.0889251,0.3039975,-0.1050025,0110RLR8R
625,9,Top,1,0,0,1,0,L,L,R,L,0.725,0.7822501,0.749815,0.024815,1000LRL9L
752,8,Top,0,0,0,1,1,L,L,L,R,0.806,0.22464255,0.92247,0.11647,0001LLR8L
597,9,Top,0,1,0,1,2,L,L,R,R,0.887,0.29946095,0.8921705,0.0051705,0102LRR9L
199,9,Top,0,0,1,1,0,R,L,R,R,0.559,1.3917045,0.531801,-0.027199,0010LRR9R
693,9,Top,0,1,0,1,2,L,L,L,L,0.887,0.28152945,0.8980405,0.0110405,0102LLL9L
147,9,Top,1,1,1,1,0,R,R,L,L,0.356,2.3078189,0.3208965,-0.0351035,1110RLL9R
381,8,Top,0,1,0,1,2,R,L,L,R,0.788,0.3054518,0.888772,0.100772,0102LLR8R
760,8,Top,0,0,0,1,2,L,L,L,R,0.847,0.06841495,0.974324,0.127324,0002LLR8L
106,9,Top,1,1,0,1,1,R,R,L,R,0.715,0.82731805,0.737636,0.022636,1101RLR9R
701,8,Top,0,1,0,1,0,L,L,L,L,0.605,1.1192484,0.6246765,0.0196765,0100LLL8L
177,8,Top,1,0,0,1,1,R,R,L,L,0.744,0.444559,0.849631,0.105631,1001RLL8R
318,8,Top,0,1,1,1,0,R,L,L,L,0.409,2.0849839,0.310049,-0.098951,0110LLL8R
622,8,Top,0,1,1,1,2,L,L,R,R,0.718,0.52948625,0.810357,0.092357,0112LRR8L
719,8,Top,0,0,1,1,2,L,L,L,L,0.773,0.29825255,0.890409,0.117409,0012LLL8L
646,9,Top,0,1,1,1,2,L,L,R,L,0.793,0.5438528,0.800316,0.007316,0112LRL9L
68,9,Top,1,0,1,1,2,R,R,R,L,0.833,0.43176505,0.854993,0.021993,1012RRL9R
624,9,Top,0,0,0,1,0,L,L,R,L,0.841,0.439344,0.860488,0.019488,0000LRL9L
343,9,Top,0,0,1,1,0,R,L,L,R,0.559,1.36889765,0.5390615,-0.0199385,0010LLR9R
378,8,Top,1,1,0,1,2,R,L,L,R,0.766,0.37902985,0.867771,0.101771,1102LLR8R
215,9,Top,0,0,1,1,2,R,L,R,R,0.867,0.3113365,0.8876975,0.0206975,0012LRR9R
159,9,Top,0,0,1,1,1,R,R,L,L,0.677,0.9977995,0.6484815,-0.0285185,0011RLL9R
671,8,Top,0,0,1,1,2,L,L,R,L,0.773,0.3104302,0.8890655,0.1160655,0012LRL8L
694,9,Top,0,1,1,1,2,L,L,L,L,0.793,0.4871521,0.823629,0.030629,0112LLL9L
565,8,Top,0,1,0,1,1,L,R,L,L,0.702,0.6333395,0.7803845,0.0783845,0101RLL8L
688,9,Top,0,0,0,1,2,L,L,L,L,0.966,0.07051885,0.9751155,0.0091155,0002LLL9L
472,8,Top,0,0,0,1,2,L,R,R,L,0.847,0.092015,0.9672455,0.1202455,0002RRL8L
124,8,Top,1,0,1,1,0,R,R,L,R,0.462,1.6641532,0.467273,0.005273,1010RLR8R
352,9,Top,0,0,0,1,2,R,L,L,R,0.966,0.0632724,0.977491,0.011491,0002LLR9R
168,8,Top,0,0,0,1,0,R,R,L,L,0.753,0.4459016,0.8559905,0.1029905,0000RLL8R
269,8,Top,0,1,0,1,0,R,L,R,L,0.605,1.15515615,0.614237,0.009237,0100LRL8R
604,8,Top,1,0,1,1,0,L,L,R,R,0.462,1.70324765,0.460217,-0.001783,1010LRR8L
564,8,Top,1,0,1,1,1,L,R,L,L,0.586,1.02052085,0.65974,0.07374,1011RLL8L
174,8,Top,0,1,1,1,0,R,R,L,L,0.409,2.1092503,0.29968,-0.10932,0110RLL8R
712,8,Top,0,0,0,1,2,L,L,L,L,0.847,0.0660087,0.9729085,0.1259085,0002LLL8L
621,8,Top,0,1,0,1,2,L,L,R,R,0.788,0.27819415,0.8991515,0.1111515,0102LRR8L
337,9,Top,1,0,0,1,0,R,L,L,R,0.725,0.76494535,0.7552715,0.0302715,1000LLR9R
285,8,Top,0,1,0,1,2,R,L,R,L,0.788,0.2982808,0.88742,0.09942,0102LRL8R
351,9,Top,0,0,1,1,1,R,L,L,R,0.677,0.98074805,0.653464,-0.023536,0011LLR9R
637,9,Top,0,1,0,1,1,L,L,R,L,0.773,0.6127972,0.7893905,0.0163905,0101LRL9L
136,8,Top,0,0,0,1,2,R,R,L,R,0.847,0.08858105,0.96793,0.12093,0002RLR8R
98,9,Top,1,1,0,1,0,R,R,L,R,0.559,1.42704575,0.56564,0.00664,1100RLR9R
743,9,Top,0,0,1,1,2,L,L,L,R,0.867,0.2859893,0.8961185,0.0291185,0012LLR9L
103,9,Top,0,0,1,1,0,R,R,L,R,0.559,1.37135045,0.53532,-0.02368,0010RLR9R
17,9,Top,1,0,0,1,2,R,R,R,R,0.924,0.1751538,0.9383875,0.0143875,1002RRR9R
166,9,Top,0,1,1,1,2,R,R,L,L,0.793,0.51987805,0.812123,0.019123,0112RLL9R
666,8,Top,1,1,0,1,2,L,L,R,L,0.766,0.38066275,0.871401,0.105401,1102LRL8L
616,8,Top,0,0,0,1,2,L,L,R,R,0.847,0.07582495,0.9688405,0.1218405,0002LRR8L
691,9,Top,1,1,1,1,2,L,L,L,L,0.762,0.67203885,0.774998,0.012998,1112LLL9L
176,8,Top,0,0,0,1,1,R,R,L,L,0.806,0.22000215,0.9253755,0.1193755,0001RLL8R
257,9,Top,1,0,0,1,2,R,L,R,L,0.924,0.1588485,0.943799,0.019799,1002LRL9R
748,8,Top,1,0,1,1,0,L,L,L,R,0.462,1.6506832,0.473716,0.011716,1010LLR8L
233,8,Top,1,0,0,1,2,R,L,R,R,0.816,0.1573853,0.941428,0.125428,1002LRR8R
680,9,Top,0,0,0,1,1,L,L,L,L,0.912,0.19968635,0.933207,0.021207,0001LLL9L
649,8,Top,1,0,0,1,0,L,L,R,L,0.664,0.76638615,0.7551285,0.0911285,1000LRL8L
383,8,Top,0,0,1,1,2,R,L,L,R,0.773,0.28996135,0.8914505,0.1184505,0012LLR8R
